caminput,grayfilter,shape01,pos01,label01,switch01,posy01,posy02,posx02,posx01,pos02,switch02,totalarea01,resultdisplay,numoflabels01,shape02,
1,1,1,1,1,1,165,320,82,229,1,1,432,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,721,1,15,1,
1,1,1,1,1,1,166,322,82,226,1,1,742,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,765,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,650,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,436,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,717,1,15,1,
1,1,1,1,-1,1,166,322,82,226,1,1,769,1,15,1,
1,1,1,1,-1,1,169,322,81,223,1,1,742,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,650,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,439,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,722,1,15,1,
1,1,1,1,-1,1,170,323,82,226,1,1,686,1,15,1,
1,1,1,1,-1,1,166,322,82,226,1,1,749,1,15,1,
1,1,1,1,-1,1,169,322,81,224,1,1,705,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,649,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,441,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,707,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,729,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,732,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,650,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,437,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,705,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,732,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,739,1,15,1,
1,1,1,1,-1,1,166,322,82,229,1,1,652,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,438,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,708,1,15,1,
1,1,1,1,1,1,166,322,82,228,1,1,733,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,715,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,654,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,440,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,702,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,732,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,742,1,15,1,
1,1,1,1,-1,1,166,322,82,229,1,1,654,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,439,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,712,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,734,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,746,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,656,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,441,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,701,1,15,1,
1,1,1,1,1,1,166,322,82,228,1,1,717,1,14,1,
1,1,1,1,-1,1,169,322,81,225,1,1,715,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,659,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,440,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,706,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,739,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,744,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,652,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,438,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,708,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,737,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,722,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,655,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,448,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,709,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,738,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,744,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,658,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,443,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,322,82,226,1,1,713,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,734,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,738,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,659,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,438,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,710,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,742,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,743,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,658,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,447,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,706,1,15,1,
1,1,1,1,1,1,166,322,82,227,1,1,732,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,721,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,655,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,446,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,710,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,729,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,729,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,643,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,433,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,705,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,734,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,740,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,653,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,444,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,711,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,731,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,717,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,656,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,442,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,322,82,226,1,1,703,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,727,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,728,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,654,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,432,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,706,1,15,1,
1,1,1,1,1,1,166,322,82,227,1,1,727,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,711,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,652,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,436,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,322,82,226,1,1,707,1,15,1,
1,1,1,1,1,1,166,322,82,228,1,1,729,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,755,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,648,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,430,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,701,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,738,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,720,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,654,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,442,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,708,1,15,1,
1,1,1,1,1,1,166,322,82,228,1,1,705,1,13,1,
1,1,1,1,-1,1,169,322,81,223,1,1,758,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,656,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,446,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,710,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,717,1,13,1,
1,1,1,1,-1,1,169,322,81,223,1,1,755,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,657,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,441,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,710,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,733,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,759,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,658,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,447,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,702,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,739,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,745,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,657,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,446,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,709,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,736,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,741,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,664,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,445,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,707,1,15,1,
1,1,1,1,-1,1,166,322,82,226,1,1,756,1,15,1,
1,1,1,1,-1,1,169,322,81,223,1,1,759,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,660,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,439,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,707,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,736,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,737,1,15,1,
1,1,1,1,-1,1,166,322,82,229,1,1,657,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,446,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,709,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,741,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,716,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,655,1,15,1,
1,1,1,1,-1,1,170,323,82,226,1,1,697,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,734,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,713,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,653,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,438,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,702,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,736,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,738,1,15,1,
1,1,1,1,-1,1,166,322,82,229,1,1,653,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,439,1,13,1,
1,1,1,1,-1,1,170,323,82,226,1,1,697,1,15,1,
1,1,1,1,1,1,167,322,82,227,1,1,729,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,709,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,647,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,429,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,690,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,724,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,725,1,15,1,
1,1,1,1,-1,1,166,322,82,229,1,1,648,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,428,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,689,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,731,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,704,1,15,1,
1,1,1,1,-1,1,166,322,82,229,1,1,645,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,434,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,692,1,15,1,
1,1,1,1,1,1,166,322,82,230,1,1,729,1,14,1,
1,1,1,1,1,1,169,322,81,224,1,1,672,1,14,1,
1,1,1,1,-1,1,166,322,82,229,1,1,642,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,430,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,696,1,15,1,
1,1,1,1,1,1,166,322,82,227,1,1,730,1,14,1,
1,1,1,1,-1,1,169,322,81,225,1,1,704,1,15,1,
1,1,1,1,-1,1,166,322,82,229,1,1,644,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,429,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,695,1,15,1,
1,1,1,1,1,1,166,322,82,228,1,1,728,1,14,1,
1,1,1,1,-1,1,169,322,81,224,1,1,709,1,15,1,
1,1,1,1,-1,1,166,322,82,229,1,1,648,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,433,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,691,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,169,322,81,223,1,1,731,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,649,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,421,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,694,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,82,229,1,1,646,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,430,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,703,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,654,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,438,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,699,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,647,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,432,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,699,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,646,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,428,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,693,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,649,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,429,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,691,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,644,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,417,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,673,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,82,229,1,1,637,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,420,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,675,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,646,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,420,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,680,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,82,229,1,1,640,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,416,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,677,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,642,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,421,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,677,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,637,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,416,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,665,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,82,229,1,1,644,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,416,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,678,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,82,229,1,1,619,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,402,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,322,82,226,1,1,651,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,633,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,423,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,695,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,651,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,436,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,701,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,82,229,1,1,659,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,443,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,707,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,634,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,409,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,693,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,650,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,426,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,691,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,650,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,428,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,697,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,650,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,430,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,703,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,655,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,435,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,695,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,82,229,1,1,653,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,432,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,701,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,658,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,434,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,706,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,660,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,439,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,713,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,663,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,440,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,713,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,663,1,15,1,
1,1,1,1,1,1,165,320,82,230,1,1,444,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,712,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,82,229,1,1,665,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,442,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,716,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,83,229,1,1,662,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,441,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,709,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
